CompanyID,CIK,AddedDate,CloseDate,DaysToClose,WeeksToClose,CompanyStatus,Platform,FundraisingType,EquityType,Industry,Valuation,MinimumInvestment,RoundMinimum,RoundMaximum,Raised,PercentOfGoal,RaisedAmountBucket,SuccessStatus,Investors,CompanyName
1069,1760408,2018-12-07,2019-03-11,94,13.4,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$17,000,000",$250,"$10,000","$900,000","$3,150",0.4%,#NAME?,#NAME?,6,Valorous Media
1068,1734971,2018-12-07,2019-03-06,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$1,400,000",$100,"$10,000","$107,000",$740,0.7%,#NAME?,#NAME?,3,Market Analyst
1067,1759516,2018-12-07,2019-02-04,59,8.4,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Food & Beverage,"$3,000,000",,"$25,000","$107,000","$42,812",40.0%,#NAME?,#NAME?,145,Cool Suppliers
1066,1760318,2018-12-07,2019-03-11,94,13.4,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$4,000,000",$250,"$25,000","$107,000","$21,485",20.1%,#NAME?,#NAME?,76,Fitpeak
1065,1746474,2018-12-07,2019-02-04,59,8.4,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$50,000","$107,000","$107,000",100.0%,#NAME?,#NAME?,96,Coterie
1070,1758128,2018-12-08,2019-03-10,92,13.1,Failed To Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$50,"$50,000","$1,070,000","$5,435",0.5%,#NAME?,#NAME?,39,b[x] spaces
1072,1637604,2018-12-10,2019-02-01,53,7.6,Failed To Raise,SeedInvest,CF and Reg D,Debt,Food & Beverage,"$17,000,000","$1,000","$25,000","$1,070,000","$85,000",7.9%,#NAME?,#NAME?,0,PureWine
1071,1748490,2018-12-10,2019-02-17,69,9.9,Successful Raise,Republic,Crowdfunding,SAFE/CN,Consumer Products & Services,"$9,000,000",$10,"$25,000","$1,070,000","$43,480",4.1%,#NAME?,#NAME?,222,CardBoard Live
1079,1750935,2018-12-11,2019-03-13,92,13.1,Failed To Raise,StartEngine,Crowdfunding,Equity,"Medical, Health and Well Being","$10,000,000",$100,"$10,000","$107,000",$200,0.2%,#NAME?,#NAME?,2,EVERYONE makes PROGRESS
1078,1741633,2018-12-11,2019-03-11,90,12.9,Failed To Raise,StartEngine,Crowdfunding,Equity,Film and Video,"$1,700,000",$300,"$10,000","$107,000","$3,400",3.2%,#NAME?,#NAME?,13,Briarwood Technology/Software Group
1077,1321565,2018-12-11,2019-03-11,90,12.9,Successful Raise,StartEngine,Crowdfunding,Equity,Food & Beverage,"$4,100,000",$200,"$10,000","$107,000","$11,720",11.0%,#NAME?,#NAME?,12,Cookie Club of America
1076,1757445,2018-12-11,2020-02-03,419,59.9,Successful Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,"$8,070,000",$105,"$10,000","$106,995","$78,254",73.1%,#NAME?,#NAME?,192,Wand
1075,1746684,2018-12-11,2019-03-11,90,12.9,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$2,600,000",$250,"$10,000","$107,000","$7,550",7.1%,#NAME?,#NAME?,9,Strat Brands Group
1074,1759426,2018-12-11,2019-03-12,91,13.0,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$150,000","$300,000","$222,100",74.0%,#NAME?,#NAME?,283,Avila's East Restaurant
1073,1759621,2018-12-11,2019-03-27,106,15.1,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,"$3,000,000",$100,"$50,000","$750,000","$9,000",1.2%,#NAME?,#NAME?,20,Nektar Liqueur
1080,1757225,2018-12-12,2019-03-11,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Film and Video,"$3,000,000",$250,"$10,000","$1,070,000","$3,000",0.3%,#NAME?,#NAME?,4,Dark Zone Network
1081,1729012,2018-12-13,2019-03-12,89,12.7,Failed To Raise,Netcapital,Crowdfunding,Equity,Technology/Software,"$2,610,195",$100,"$10,000","$91,000",$953,1.0%,#NAME?,#NAME?,0,Movatic
1082,1761087,2018-12-14,2019-03-18,94,13.4,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,"Medical, Health and Well Being","$3,000,000",$100,"$50,000","$107,000","$6,370",6.0%,#NAME?,#NAME?,31,ROW ViGOR
1083,1761131,2018-12-17,2019-04-30,134,19.1,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Film and Video,"$107,000",$250,"$10,000","$107,000","$4,750",4.4%,#NAME?,#NAME?,12,Screw City
1085,1757444,2018-12-18,2019-03-14,86,12.3,Failed To Raise,StartEngine,Crowdfunding,Equity,"Medical, Health and Well Being","$1,100,000",$200,"$10,000","$107,000","$3,920",3.7%,#NAME?,#NAME?,10,Medblocs
1084,1754591,2018-12-18,2019-02-11,55,7.9,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$75,000","$107,000","$107,000",100.0%,#NAME?,#NAME?,121,Baby Blues BBQ
1092,1713288,2018-12-20,2020-01-03,379,54.1,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,"$8,000,000",$250,"$10,000","$535,000","$215,883",40.4%,#NAME?,#NAME?,268,Keezel
1091,1761240,2018-12-20,2019-01-04,15,2.1,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$11,000,000",$350,"$10,000","$1,070,000",$0,0.0%,#NAME?,#NAME?,0,Housa
1090,1702498,2018-12-20,2019-03-18,88,12.6,Failed To Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$5,500,000",$50,"$25,000","$107,000","$6,250",5.8%,#NAME?,#NAME?,38,Bucket
1089,1759081,2018-12-20,2019-04-19,120,17.1,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$9,000,000",$252,"$10,000","$1,070,000","$1,069,999",100.0%,#NAME?,#NAME?,"2,248",Solutions Vending International
1088,1762200,2018-12-20,2019-02-18,60,8.6,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$19,900,000",$520,"$10,000","$1,070,000",$520,0.0%,#NAME?,#NAME?,2,VESvault 
1087,1760415,2018-12-20,2019-02-18,60,8.6,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$19,500,000",$500,"$10,000","$500,000","$1,000",0.2%,#NAME?,#NAME?,1,Savvy Technology Solutions
1086,1740073,2018-12-20,2019-03-13,83,11.9,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$14,000,000",$229,"$10,000","$107,000","$1,284",1.2%,#NAME?,#NAME?,4,Flip
1097,1762623,2018-12-21,2019-04-30,130,18.6,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,"$4,607,000",$99,"$10,000","$107,000","$24,446",22.8%,#NAME?,#NAME?,0,Dig Dates
1096,1760170,2018-12-21,2019-02-04,45,6.4,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$100,000","$175,000","$175,000",100.0%,#NAME?,#NAME?,195,Tacos Patron
1095,1757593,2018-12-21,2019-04-18,118,16.9,Successful Raise,Wefunder,Crowdfunding,Equity,Technology/Software,"$22,500,000","$1,111","$99,900","$1,065,600","$155,695",14.6%,#NAME?,#NAME?,58,Onedome
1094,1755580,2018-12-21,2019-04-03,103,14.7,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Consumer Products & Services,"$5,000,000",$100,"$150,000","$1,000,000","$967,711",96.8%,#NAME?,#NAME?,969,Petit Vour
1093,1761655,2018-12-21,2019-03-20,89,12.7,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Consumer Products & Services,"$2,500,000",$600,"$10,000","$107,000","$107,000",100.0%,#NAME?,#NAME?,27,Ella & Oak
1099,1760160,2018-12-24,2019-04-06,103,14.7,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Consumer Products & Services,"$2,000,000",$100,"$85,000","$400,000","$7,000",1.8%,#NAME?,#NAME?,7,Wild Brands
1098,1762574,2018-12-24,2019-03-01,67,9.6,Successful Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$50,"$50,000","$1,070,000","$152,533",14.3%,#NAME?,#NAME?,264,Vreo
1100,1762106,2018-12-26,2019-04-11,106,15.1,Successful Raise,Wefunder,Crowdfunding,Equity,Technology/Software,"$5,000,000",$100,"$50,001","$1,000,001","$116,210",11.6%,#NAME?,#NAME?,166,Trustwire
1101,1760049,2018-12-27,2019-03-25,88,12.6,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$5,000,000",$100,"$25,000","$107,000","$130,763",122.2%,#NAME?,#NAME?,454,Coinseed
1103,1761980,2018-12-28,2019-03-27,89,12.7,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,$0,$460,"$10,000","$100,000","$30,235",30.2%,#NAME?,#NAME?,19,URentMe
1102,1759348,2018-12-28,2019-03-11,73,10.4,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$2,500,000",$50,"$25,000","$1,070,000","$106,696",10.0%,#NAME?,#NAME?,219,MailTag
1105,1762807,2018-12-31,2019-07-03,184,26.3,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$1,300,000",$198,"$10,000","$107,000","$83,504",78.0%,#NAME?,#NAME?,101,Proctor360
1104,1747795,2018-12-31,2019-03-31,90,12.9,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$10,000,000",$50,"$150,000","$1,070,000","$476,382",44.5%,#NAME?,#NAME?,894,Lavabit
1108,1759512,2019-01-02,2019-05-16,134,19.1,Failed To Raise,Wefunder,Crowdfunding,Revenue Share,Food & Beverage,,$100,"$400,000","$800,000","$9,611",1.2%,#NAME?,#NAME?,39,Emerson's Southburger
1107,1754574,2019-01-02,2019-04-05,93,13.3,Failed To Raise,Wefunder,Crowdfunding,Equity,Film and Video,"$4,280,000",$100,"$100,000","$1,070,000","$6,413",0.6%,#NAME?,#NAME?,44,Mid-Atlantic Studios
1106,1752130,2019-01-02,2019-03-22,79,11.3,Successful Raise,Republic,Crowdfunding,SAFE/CN,"Medical, Health and Well Being",,$100,"$25,000","$1,070,000","$115,036",10.8%,#NAME?,#NAME?,266,CoverUS
1110,1740210,2019-01-04,2019-02-06,33,4.7,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Consumer Products & Services,"$2,000,000",$100,"$50,000","$107,000","$9,150",8.6%,#NAME?,#NAME?,17,Nude Barre
1109,1757098,2019-01-04,2019-02-25,52,7.4,Successful Raise,SeedInvest,CF and Reg D,Equity,Technology/Software,"$7,000,000","$1,000","$25,000","$1,070,000","$350,170",32.7%,#NAME?,#NAME?,0,Zenspace
1112,1718839,2019-01-07,2020-01-03,361,51.6,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Food & Beverage,"$6,000,000",$100,"$10,000","$107,000","$128,110",119.7%,#NAME?,#NAME?,275,Lettuce Networks
1111,1761240,2019-01-07,2019-04-08,91,13.0,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$1,000,000",$350,"$10,000","$1,000,000","$5,700",0.6%,#NAME?,#NAME?,3,Housa
1115,1751035,2019-01-08,2019-04-09,91,13.0,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Travel and Adventure,"$40,000,000",$300,"$10,000","$107,000","$12,600",11.8%,#NAME?,#NAME?,20,Ant Bicycle
1114,1762000,2019-01-08,2019-03-07,58,8.3,Successful Raise,Republic,Crowdfunding,Debt,Consumer Products & Services,,$100,"$25,000","$100,000","$57,395",57.4%,#NAME?,#NAME?,143,Mitte
1113,1760520,2019-01-08,2019-02-25,48,6.9,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$4,000,000",$100,"$25,000","$500,000","$10,375",2.1%,#NAME?,#NAME?,57,ActionTrac
1120,1759306,2019-01-09,2019-09-30,264,37.7,Successful Raise,Wefunder,Crowdfunding,Debt,Food & Beverage,,$500,"$50,000","$500,000","$120,892",24.2%,#NAME?,#NAME?,97,Federation Brewing
1119,1654300,2019-01-09,2019-07-28,200,28.6,Failed To Raise,Wefunder,Crowdfunding,Equity,Technology/Software,"$35,700,000",$100,"$51,000","$759,998","$482,321",63.5%,#NAME?,#NAME?,"1,252",ChoiceTrade 
1118,1763819,2019-01-09,2019-07-03,175,25.0,Successful Raise,StartEngine,Crowdfunding,Equity,Media and Publishing,"$9,100,000",$247,"$10,000","$107,000","$43,043",40.2%,#NAME?,#NAME?,42,Bublish
1117,1763781,2019-01-09,2019-04-09,90,12.9,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$4,200,000",$100,"$10,000","$107,000","$4,550",4.3%,#NAME?,#NAME?,16,HotSpotMe
1116,1739779,2019-01-09,2019-04-08,89,12.7,Failed To Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,"$3,500,000",$150,"$10,000","$107,000","$3,800",3.6%,#NAME?,#NAME?,12,QuiGig
1126,1739109,2019-01-10,2019-03-08,57,8.1,Failed To Raise,StartEngine,Crowdfunding,Equity,Retail ,"$9,300,000",$535,"$10,000","$948,000","$17,500",1.8%,#NAME?,#NAME?,20,UBIF Tech Solutions
1125,1762188,2019-01-10,2019-08-02,204,29.1,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$2,200,000",$100,"$10,000","$107,000","$57,200",53.5%,#NAME?,#NAME?,80,BluCollr
1124,1759483,2019-01-10,2020-04-03,449,64.1,Currently Raising,StartEngine,Crowdfunding,Equity,Technology/Software,"$12,600,000",$251,"$10,000","$107,000","$52,921",49.5%,#NAME?,#NAME?,84,OuroX
1123,1741503,2019-01-10,2019-02-14,35,5.0,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$3,700,000",$500,"$10,000","$107,000",$0,0.0%,#NAME?,#NAME?,0,EscoBoss
1122,1620626,2019-01-10,2019-03-08,57,8.1,Failed To Raise,SeedInvest,CF and Reg D,SAFE/CN,Consumer Products & Services,"$5,000,000","$1,000","$25,000","$500,000","$48,500",9.7%,#NAME?,#NAME?,0,SpongeBath
1121,1759125,2019-01-10,2019-03-11,60,8.6,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$7,000,000",$100,"$25,000","$107,000","$6,085",5.7%,#NAME?,#NAME?,22,Outpost 
1131,1760505,2019-01-11,2019-03-12,60,8.6,Successful Raise,TruCrowd,Crowdfunding,Equity,Technology/Software,"$2,600,000",$500,"$10,000","$1,070,000","$6,500",0.6%,#NAME?,#NAME?,10,InventoryMeApp 
1130,1761779,2019-01-11,2019-02-15,35,5.0,Successful Raise,SeedInvest,CF and Reg D,Debt,Film and Video,"$9,000,000",$500,"$25,000","$1,070,000","$166,140",15.5%,#NAME?,#NAME?,0,Revry
1129,1759704,2019-01-11,2019-04-05,84,12.0,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,"$1,700,000",$250,"$50,000","$500,000","$660,663",132.1%,#NAME?,#NAME?,363,Element Farms
1128,1754118,2019-01-11,2019-03-13,61,8.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$4,200,000",$285,"$10,000","$107,000","$10,724",10.0%,#NAME?,#NAME?,11,Andromeda Interfaces
1127,1764218,2019-01-11,2019-04-10,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Film and Video,"$1,500,000",$100,"$10,000","$107,000",$700,0.7%,#NAME?,#NAME?,6,TNG Visual Effects
1132,1743563,2019-01-14,2019-04-30,106,15.1,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$12,000,000",$250,"$25,000","$1,070,000","$226,336",21.2%,#NAME?,#NAME?,352,Trust & Will
1134,1761248,2019-01-15,2020-04-28,469,67.0,Currently Raising,StartEngine,Crowdfunding,SAFE/CN,Retail ,"$15,000,000",$250,"$10,000","$107,000","$106,596",99.6%,#NAME?,#NAME?,230,Open Box Buy
1133,1763661,2019-01-15,2019-03-18,62,8.9,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$8,000,000",$100,"$50,000","$1,070,000","$25,575",2.4%,#NAME?,#NAME?,46,Kudu
1135,1754578,2019-01-17,2019-06-01,135,19.3,Successful Raise,Wefunder,Crowdfunding,Equity,Sports,"$2,950,000",$125,"$50,000","$1,070,000","$881,750",82.4%,#NAME?,#NAME?,"3,295",Chattanooga Football Club
1136,1764212,2019-01-18,2019-06-10,143,20.4,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,"$3,000,000",$100,"$50,000","$350,000","$123,852",35.4%,#NAME?,#NAME?,287,HunniCo
1139,1758964,2019-01-21,2019-07-31,191,27.3,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$6,000,000",$100,"$25,000","$1,070,000","$360,220",33.7%,#NAME?,#NAME?,"1,376",Up Sonder
1138,1751525,2019-01-21,2019-04-30,99,14.1,Successful Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$50,"$50,000","$1,070,000","$177,393",16.6%,#NAME?,#NAME?,390,PhunCoin
1137,1739450,2019-01-21,2019-04-09,78,11.1,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$25,000","$1,070,000","$263,834",24.7%,#NAME?,#NAME?,471,Fluent Forever
1140,1661779,2019-01-22,2019-03-12,49,7.0,Successful Raise,TruCrowd,Crowdfunding,Equity,Technology/Software,"$120,000,000",$502,"$10,000","$1,070,000","$243,045",22.7%,#NAME?,#NAME?,168,StartEngine Crowdfunding
1143,1763775,2019-01-23,2019-04-24,91,13.0,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$13,600,000",$201,"$10,000","$107,000","$9,008",8.4%,#NAME?,#NAME?,15,Internet Technologies
1142,1761623,2019-01-23,2019-03-13,49,7.0,Successful Raise,Wefunder,Crowdfunding,Equity,Food & Beverage,"$1,000,000",$500,"$100,000","$500,000","$218,393",43.7%,#NAME?,#NAME?,164,Surf Dog
1141,1758617,2019-01-23,2020-03-21,423,60.4,Currently Raising,StartEngine,Crowdfunding,Other Security Type,Film and Video,"$1,100,000",$100,"$10,000","$1,070,000","$175,300",16.4%,#NAME?,#NAME?,307,Karaganda
1146,1762827,2019-01-24,2020-04-20,452,64.6,Currently Raising,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$6,000,000",$200,"$10,000","$107,000","$106,999",100.0%,#NAME?,#NAME?,198,GURU by MSBAI
1145,1756381,2019-01-24,2019-04-30,96,13.7,Successful Raise,Republic,Crowdfunding,SAFE/CN,Food & Beverage,"$12,000,000",$100,"$25,000","$1,070,000","$96,858",9.1%,#NAME?,#NAME?,260,Fretch
1144,1736283,2019-01-24,2019-03-27,62,8.9,Successful Raise,Republic,Crowdfunding,SAFE/CN,Food & Beverage,"$15,000,000",$100,"$25,000","$1,070,000","$793,149",74.1%,#NAME?,#NAME?,"1,243",Ample Foods
1149,1757483,2019-01-25,2019-04-26,91,13.0,Failed To Raise,StartEngine,Crowdfunding,Equity,Travel and Adventure,"$3,204,375",$250,"$10,000","$107,000","$1,028",1.0%,#NAME?,#NAME?,4,Our Military Travel
1148,1765801,2019-01-25,2019-04-26,91,13.0,Failed To Raise,StartEngine,Crowdfunding,SAFE/CN,Food & Beverage,"$15,000,000",$500,"$10,000","$107,000","$2,600",2.4%,#NAME?,#NAME?,3,Swiftdine
1147,1765492,2019-01-25,2019-07-03,159,22.7,Successful Raise,StartEngine,Crowdfunding,Equity,Food & Beverage,,$430,"$9,890","$1,070,000","$154,252",14.4%,#NAME?,#NAME?,140,Fusion Farms
1150,1765622,2019-01-26,2019-04-25,89,12.7,Failed To Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,"$720,000",$100,"$10,000","$107,000","$9,600",9.0%,#NAME?,#NAME?,23,Tiny In A Box
1151,1644649,2019-01-28,2019-04-30,92,13.1,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$12,000,000",$50,"$25,000","$1,070,000","$74,473",7.0%,#NAME?,#NAME?,242,PenPal Schools
1152,1759365,2019-01-29,2019-04-27,88,12.6,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,"$6,000,000",$100,"$50,000","$300,000","$53,005",17.7%,#NAME?,#NAME?,48,LEAD
1153,1765748,2019-01-30,2019-04-02,62,8.9,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Food & Beverage,"$5,000,000",$100,"$25,000","$1,070,000","$38,641",3.6%,#NAME?,#NAME?,122,Tequila Ciudad
1161,1766519,2019-01-31,2019-04-02,61,8.7,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Food & Beverage,"$20,000,000",$120,"$10,000","$1,070,000","$58,000",5.4%,#NAME?,#NAME?,158,Chick'nCone
1160,1756294,2019-01-31,2019-04-30,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$6,100,000",$200,"$10,000","$107,000","$1,300",1.2%,#NAME?,#NAME?,6,Globe Standard
1159,1470705,2019-01-31,2019-04-30,89,12.7,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,"$7,150,000",$100,"$50,000","$255,000","$127,065",49.8%,#NAME?,#NAME?,154,James FC Hyde Sorgho Whiskey
1158,1755116,2019-01-31,2019-04-30,89,12.7,Failed To Raise,Wefunder,Crowdfunding,Equity,"Medical, Health and Well Being","$33,000,000",$255,"$100,002","$1,069,998","$71,307",6.7%,#NAME?,#NAME?,104,PlantPharm
1157,1749596,2019-01-31,2019-02-22,22,3.1,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,"$2,000,000",$100,"$50,000","$1,070,000","$5,640",0.5%,#NAME?,#NAME?,19,Augmented Reality Sports
1156,1709539,2019-01-31,2019-04-30,89,12.7,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$25,500,000",$249,"$10,000","$535,000","$534,998",100.0%,#NAME?,#NAME?,525,Shark Wheel
1155,1741757,2019-01-31,2019-04-30,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$1,920,000",$130,"$10,000","$95,600","$2,155",2.3%,#NAME?,#NAME?,5,Compete
1154,1765300,2019-01-31,2019-04-08,67,9.6,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$14,000,000",$100,"$25,000","$107,000","$10,901",10.2%,#NAME?,#NAME?,50,FanBeat
1165,1579772,2019-02-01,2019-04-30,88,12.6,Successful Raise,Netcapital,Crowdfunding,Equity,"Medical, Health and Well Being","$11,300,000",$99,"$10,000","$1,070,000","$11,072",1.0%,#NAME?,#NAME?,0,Flagship Fitness
1164,1751036,2019-02-01,2019-04-30,88,12.6,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$16,000,000",$250,"$10,000","$1,000,000",$550,0.1%,#NAME?,#NAME?,2,MyCity SmartCard
1163,1621835,2019-02-01,2019-05-02,90,12.9,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$20,100,426",$106,"$10,000","$107,000","$12,266",11.5%,#NAME?,#NAME?,29,BLUR
1162,1746327,2019-02-01,2019-03-29,56,8.0,Failed To Raise,SeedInvest,CF and Reg D,Debt,Food & Beverage,"$6,000,000","$1,000","$25,000","$1,070,000","$25,000",2.3%,#NAME?,#NAME?,0,B.U.L.K Beef Jerky
1169,1765568,2019-02-04,2019-05-29,114,16.3,Successful Raise,Republic,Crowdfunding,SAFE/CN,Fashion,"$10,000,000",$50,"$25,000","$107,000","$61,276",57.3%,#NAME?,#NAME?,244,Buki
1168,1765252,2019-02-04,2020-07-31,543,77.6,Currently Raising,Fundanna,Crowdfunding,SAFE/CN,Retail ,"$5,000,000",$300,"$10,000","$1,070,000","$164,800",15.4%,#NAME?,#NAME?,255,QwikLeaf
1167,1763112,2019-02-04,2019-04-30,85,12.1,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$9,000,000",$50,"$25,000","$1,070,000","$1,070,000",100.0%,#NAME?,#NAME?,"1,917",Sapient
1171,1684432,2019-02-07,2019-03-26,47,6.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,"$6,400,000",$250,"$10,000","$444,444","$2,900",0.7%,#NAME?,#NAME?,7,Rentah
1170,1764202,2019-02-07,2019-04-30,82,11.7,Failed To Raise,Wefunder,Crowdfunding,Revenue Share,Food & Beverage,,$100,"$250,000","$500,000","$16,908",3.4%,#NAME?,#NAME?,27,Tapster NYC
1175,1735172,2019-02-08,2019-04-30,81,11.6,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$11,700,000",$100,"$10,000","$1,070,000","$11,335",1.1%,#NAME?,#NAME?,16,Work Force Coin
1174,1761252,2019-02-08,2019-05-01,82,11.7,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,"$6,400,000",$200,"$10,000","$1,070,000",$301,0.0%,#NAME?,#NAME?,2,4Good Marketplace
1173,1764809,2019-02-08,2019-03-22,42,6.0,Failed To Raise,SeedInvest,CF and Reg D,SAFE/CN,Technology/Software,"$7,000,000","$1,000","$25,000","$1,070,000","$70,021",6.5%,#NAME?,#NAME?,0,Intro-Blue
1172,1695816,2019-02-08,2019-04-08,59,8.4,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,"$7,000,000",$100,"$25,000","$107,000","$43,183",40.4%,#NAME?,#NAME?,126,FenSens 
1176,1766620,2019-02-09,2019-04-01,51,7.3,Successful Raise,SeedInvest,CF and Reg D,SAFE/CN,Technology/Software,"$6,000,000",$500,"$25,000","$1,070,000","$276,701",25.9%,#NAME?,#NAME?,0,Gimme Radio
1178,1703997,2019-02-11,2019-04-26,74,10.6,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,"$20,000,000","$1,000","$100,000","$306,970","$183,773",59.9%,#NAME?,#NAME?,110,WhiteClouds
1177,1709628,2019-02-11,2019-07-15,154,22.0,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,"$7,000,000",$100,"$25,000","$1,070,000","$386,330",36.1%,#NAME?,#NAME?,"1,096",Cloudastructure
1181,1708142,2019-02-12,2019-04-22,69,9.9,Successful Raise,Microventures,Crowdfunding,Equity,Food & Beverage,"$2,500,000",$102,"$50,008","$534,993","$229,862",43.0%,#NAME?,#NAME?,342,Ironclad Distillery
1180,1743467,2019-02-12,2019-09-16,216,30.9,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,"$5,831,259",$125,"$10,000","$625,000","$26,250",4.2%,#NAME?,#NAME?,0,PropertyClub
1179,1758255,2019-02-12,2019-05-06,83,11.9,Successful Raise,Microventures,Crowdfunding,Equity,Food & Beverage,"$1,750,000",$101,"$50,003","$600,000","$74,358",12.4%,#NAME?,#NAME?,163,Thumb Butte Distillery
1183,1766989,2019-02-13,2019-04-30,76,10.9,Successful Raise,StartEngine,Crowdfunding,Equity,Retail ,"$4,511,532",$500,"$10,000","$107,000","$35,250",32.9%,#NAME?,#NAME?,27,Stella Carakasi
1182,1650469,2019-02-13,2019-03-27,42,6.0,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,"Medical, Health and Well Being","$2,250,000",$100,"$125,000","$250,000","$8,850",3.5%,#NAME?,#NAME?,17,Torii Labs
1184,1756584,2019-02-14,2019-04-30,75,10.7,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,"$5,000,000",$250,"$50,000","$1,070,000","$32,500",3.0%,#NAME?,#NAME?,39,Hyperspace
1188,1766694,2019-02-15,2019-04-05,49,7.0,Failed To Raise,SeedInvest,CF and Reg D,Equity,"Medical, Health and Well Being","$20,000,000","$1,500","$25,000","$1,070,000","$77,800",7.3%,#NAME?,#NAME?,0,Carie Health
