CompanyID,CIK,AddedDate,CloseDate,DaysToClose,WeeksToClose,CompanyStatus,Platform,FundraisingType,EquityType,Industry,Valuation,MinimumInvestment,RoundMinimum,RoundMaximum,Raised,PercentOfGoal,RaisedAmountBucket,SuccessStatus,Investors,CompanyName
425,1719220,2018-01-07,2018-04-09,92,13.1,Failed To Raise,GrowthFountain,Crowdfunding,Equity,Sports,,$100,"$10,000","$107,000","$40,940",38.3%,#NAME?,#NAME?,0,BeachSheetz
424,1722994,2018-01-07,2018-01-16,9,1.3,Failed To Raise,GrowthFountain,Crowdfunding,Equity,Fashion,,$211,"$10,000","$52,750","$59,080",112.0%,#NAME?,#NAME?,0,avua
423,1726062,2018-01-08,2018-03-09,60,8.6,Failed To Raise,SeedInvest,CF and Reg D,Equity,Technology/Software,,$500,"$250,000","$1,500,000","$87,087",5.8%,#NAME?,#NAME?,0,Glance Tech
438,1720258,2018-01-10,2019-01-08,363,51.9,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$500,"$10,000","$1,070,000","$659,824",61.7%,#NAME?,#NAME?,688,StorEn Technologies
437,1720844,2018-01-10,2018-04-10,90,12.9,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$500,"$10,000","$107,000","$6,000",5.6%,#NAME?,#NAME?,9,Wolfie Services
436,1714911,2018-01-10,2019-01-02,357,51.0,Successful Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,,$323,"$10,000","$435,000","$145,322",33.4%,#NAME?,#NAME?,195,GarageSkins
442,1669555,2018-01-15,2018-04-30,105,15.0,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Other,,$100,"$150,000","$480,000","$12,900",2.7%,#NAME?,#NAME?,18,Wind River Biomass Utility
441,1533905,2018-01-15,2018-04-13,88,12.6,Failed To Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,,$199,"$10,000","$107,000","$16,606",15.5%,#NAME?,#NAME?,6,Dlyted (Failed To Raise)
440,1627979,2018-01-15,2018-04-13,88,12.6,Successful Raise,StartEngine,Crowdfunding,Equity,Other,,$495,"$10,000","$1,070,000","$52,046",4.9%,#NAME?,#NAME?,58,Nexus eWater
439,1679373,2018-01-15,2018-03-16,60,8.6,Successful Raise,Republic,Crowdfunding,SAFE/CN,Consumer Products & Services,,$50,"$25,000","$535,000","$149,600",28.0%,#NAME?,#NAME?,242,Farm from a Box
444,1724714,2018-01-17,2018-03-23,65,9.3,Successful Raise,SeedInvest,CF and Reg D,Debt,Technology/Software,,$500,"$250,000","$900,000","$775,389",86.2%,#NAME?,#NAME?,0,Gryphon
443,1726531,2018-01-17,2018-03-22,64,9.1,Successful Raise,Microventures,CF and Reg D,Other Security Type,"Medical, Health and Well Being",,$100,"$50,000","$1,070,000","$936,967",87.6%,#NAME?,#NAME?,"1,261",Unlimited Tomorrow
448,1723850,2018-01-19,2018-03-01,41,5.9,Failed To Raise,WunderFund,Crowdfunding,Debt,Technology/Software,,$100,"$50,000","$500,000",$300,0.1%,#NAME?,#NAME?,3,The Marianne Theatre (first raise)
447,1723949,2018-01-19,2018-05-14,115,16.4,Successful Raise,WunderFund,Crowdfunding,SAFE/CN,Food & Beverage,,$100,"$50,000","$500,000","$55,200",11.0%,#NAME?,#NAME?,48,ALTO Pizza Kitchen + Bar
446,1727168,2018-01-19,2018-03-14,54,7.7,Successful Raise,Microventures,CF and Reg D,Other Security Type,Technology/Software,,$100,"$50,000","$1,070,000","$191,809",17.9%,#NAME?,#NAME?,270,Hackrod
445,1690165,2018-01-19,2018-03-16,56,8.0,Successful Raise,Microventures,CF and Reg D,Debt,Food & Beverage,,$100,"$50,000","$1,070,000","$548,844",51.3%,#NAME?,#NAME?,706,ReGrained
453,1705862,2018-01-23,2018-07-20,178,25.4,Failed To Raise,Wefunder,Crowdfunding,Debt,Food & Beverage,,$100,"$200,000","$1,000,000","$26,488",2.6%,#NAME?,#NAME?,72,Keep Healthy
452,1701378,2018-01-23,2019-01-22,364,52.0,Successful Raise,StartEngine,Crowdfunding,Equity,"Medical, Health and Well Being",,$224,"$10,000","$1,070,000","$163,742",15.3%,#NAME?,#NAME?,228,Powell Development Group
451,1710332,2018-01-23,2018-03-23,59,8.4,Successful Raise,SeedInvest,CF and Reg D,Equity,Retail ,,$500,"$150,000","$446,806","$410,507",91.9%,#NAME?,#NAME?,0,Ravean
450,1723477,2018-01-23,2018-04-28,95,13.6,Successful Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$100,"$50,000","$1,070,000","$217,350",20.3%,#NAME?,#NAME?,448,Vacayo
449,1726677,2018-01-23,2018-05-08,105,15.0,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$100,000","$13,350",13.4%,#NAME?,#NAME?,0,Undercurrent VR
457,1725056,2018-01-24,2018-04-23,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,,$250,"$10,000","$1,070,000","$60,048",5.6%,#NAME?,#NAME?,114,Atari Game Partners
456,1710459,2018-01-24,2018-04-23,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Sports,,$100,"$10,000","$100,000","$1,800",1.8%,#NAME?,#NAME?,10,LafayetteRaceway.com
455,1720033,2018-01-24,2018-04-30,96,13.7,Successful Raise,Republic,Crowdfunding,SAFE/CN,Food & Beverage,,$50,"$25,000","$1,000,000","$102,232",10.2%,#NAME?,#NAME?,233,Altaneve
454,1729012,2018-01-24,2018-05-08,104,14.9,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$107,000","$15,856",14.8%,#NAME?,#NAME?,0,Movatic
459,1718028,2018-01-25,2018-06-25,151,21.6,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$101,"$10,000","$107,000","$9,129",8.5%,#NAME?,#NAME?,19,Revohloo
458,1729080,2018-01-25,2018-06-26,152,21.7,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$10,000","$107,000","$10,600",9.9%,#NAME?,#NAME?,29,Abstract Tube
461,1727471,2018-01-26,2018-03-30,63,9.0,Successful Raise,SeedInvest,CF and Reg D,Debt,Technology/Software,,$500,"$500,000","$1,070,000","$400,949",37.5%,#NAME?,#NAME?,0,Emerald Metrics
460,1705954,2018-01-26,2018-03-16,49,7.0,Successful Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$50,"$25,000","$448,000","$45,575",10.2%,#NAME?,#NAME?,95,madeBOS
465,1688003,2018-01-29,2018-12-28,333,47.6,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,,$100,"$500,000","$1,000,000","$21,396",2.1%,#NAME?,#NAME?,53,Enclave Beverage Group
464,1729410,2018-01-29,2018-04-27,88,12.6,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$251,"$10,000","$107,000","$29,194",27.3%,#NAME?,#NAME?,49,Seam Tech
463,1726537,2018-01-29,2018-04-30,91,13.0,Successful Raise,Republic,Crowdfunding,SAFE/CN,Consumer Products & Services,,$100,"$25,000","$1,000,000","$189,522",19.0%,#NAME?,#NAME?,577,Jane West
462,1725746,2018-01-29,2018-05-29,120,17.1,Successful Raise,Netcapital,Crowdfunding,Other Security Type,Technology/Software,,$103,"$10,000","$400,000","$221,569",55.4%,#NAME?,#NAME?,0,Leo Aerospace
472,1727925,2018-01-30,2018-03-31,60,8.6,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$150,"$10,000","$107,000","$107,000",100.0%,#NAME?,#NAME?,209,NetObjex
471,1660945,2018-01-30,2018-04-01,61,8.7,Successful Raise,Republic,Crowdfunding,SAFE/CN,Food & Beverage,,$25,"$50,000","$1,000,000","$304,618",30.5%,#NAME?,#NAME?,853,Everytable
470,1719404,2018-01-30,2018-05-01,91,13.0,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$100,007","$34,059",34.1%,#NAME?,#NAME?,0,IceBrkr
469,1674439,2018-01-30,2018-04-20,80,11.4,Successful Raise,Fundanna,Crowdfunding,Equity,Consumer Products & Services,,$100,"$20,000","$100,000","$29,902",29.9%,#NAME?,#NAME?,38,NextRX
468,1704837,2018-01-30,2018-06-29,150,21.4,Successful Raise,Fundanna,Crowdfunding,Revenue Share,Other,,$250,"$25,000","$1,070,000","$18,750",1.8%,#NAME?,#NAME?,22,500 N 3rd St
467,1712328,2018-01-30,2018-05-05,95,13.6,Successful Raise,Fundanna,Crowdfunding,Other Security Type,Other,,$100,"$20,000","$1,070,000","$13,400",1.3%,#NAME?,#NAME?,25,Blue Cord Farms
466,1704090,2018-01-30,2018-04-30,90,12.9,Successful Raise,Fundanna,Crowdfunding,Other Security Type,"Medical, Health and Well Being",,$100,"$20,000","$1,070,000","$1,074,125",100.4%,#NAME?,#NAME?,644,Gulf Coast Canna Meds
473,1729095,2018-01-31,2018-04-30,89,12.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$201,"$10,000","$107,000","$3,634",3.4%,#NAME?,#NAME?,11,CAKNOW
477,1720037,2018-02-01,2018-04-30,88,12.6,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,,$100,"$10,000","$107,000","$14,277",13.3%,#NAME?,#NAME?,55,Aurora Sky Events
476,1701363,2018-02-01,2018-04-02,60,8.6,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$107,000","$47,561",44.4%,#NAME?,#NAME?,77,Anyone Media Network
475,1730025,2018-02-01,2018-04-30,88,12.6,Failed To Raise,StartEngine,Crowdfunding,Other Security Type,Consumer Products & Services,,$100,"$10,000","$107,000","$8,662",8.1%,#NAME?,#NAME?,31,ScreenDoor GreenHouse
474,1720672,2018-02-01,2018-04-17,75,10.7,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Film and Video,,$100,"$10,000","$100,000","$61,600",61.6%,#NAME?,#NAME?,204,Borough Five Pictures - Slate One
480,1723932,2018-02-02,2018-06-15,133,19.0,Successful Raise,Wefunder,Crowdfunding,Debt,Food & Beverage,,$100,"$200,000","$750,000","$400,502",53.4%,#NAME?,#NAME?,386,North by Northwest
479,1522102,2018-02-02,2018-04-18,75,10.7,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,,$500,"$10,000","$100,000","$53,000",53.0%,#NAME?,#NAME?,66,ZipZap
478,1729247,2018-02-02,2018-04-06,63,9.0,Failed To Raise,SeedInvest,CF and Reg D,Debt,Technology/Software,,$500,"$200,000","$600,000","$82,500",13.8%,#NAME?,#NAME?,0,ROSCA Finance
483,1678008,2018-02-05,2018-06-30,145,20.7,Successful Raise,Wefunder,Crowdfunding,Equity,"Medical, Health and Well Being",,$500,"$107,000","$1,070,000","$395,840",37.0%,#NAME?,#NAME?,292,ZYPPAH
481,1729481,2018-02-05,2018-04-02,56,8.0,Successful Raise,Microventures,Crowdfunding,Equity,Other,,$105,"$50,000","$500,000","$214,837",43.0%,#NAME?,#NAME?,680,Apex Farms
487,1730031,2018-02-10,2018-07-31,171,24.4,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,"$1,000","$50,000","$107,000","$72,154",67.4%,#NAME?,#NAME?,132,smartQED
486,1722205,2018-02-10,2018-10-11,243,34.7,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,"$1,000","$100,000","$1,070,000","$38,914",3.6%,#NAME?,#NAME?,22,Vela Motor Company
485,1602930,2018-02-10,2018-04-27,76,10.9,Successful Raise,SeedInvest,CF and Reg D,Equity,Consumer Products & Services,,$500,"$250,000","$1,070,000","$1,080,895",101.0%,#NAME?,#NAME?,0,WorldViz
484,1725458,2018-02-10,2018-04-30,79,11.3,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$100,000","$125,000","$125,000",100.0%,#NAME?,#NAME?,181,California 88
490,1723850,2018-02-13,2018-05-11,87,12.4,Failed To Raise,WunderFund,Crowdfunding,Revenue Share,Food & Beverage,,$100,"$25,000","$107,000",$800,0.7%,#NAME?,#NAME?,4,The Marianne Theatre
489,1719921,2018-02-13,2018-04-16,62,8.9,Successful Raise,NextSeed,Crowdfunding,Debt,Food & Beverage,,$100,"$75,000","$125,000","$125,000",100.0%,#NAME?,#NAME?,152,Wichita Falls Brewing
488,1730727,2018-02-13,2018-08-13,181,25.9,Failed To Raise,GrowthFountain,Crowdfunding,Revenue Share,Food & Beverage,,$100,"$250,000","$500,000","$12,610",2.5%,#NAME?,#NAME?,0,Production
492,1728670,2018-02-15,2018-04-10,54,7.7,Successful Raise,WunderFund,Crowdfunding,SAFE/CN,Consumer Products & Services,,$100,"$10,000","$107,000","$32,800",30.7%,#NAME?,#NAME?,94,CrownMob
491,1730217,2018-02-15,2018-04-14,58,8.3,Successful Raise,Netcapital,Crowdfunding,Equity,"Medical, Health and Well Being",,$41,"$10,000","$103,500","$31,403",30.3%,#NAME?,#NAME?,0,Gamify
502,1674519,2018-02-19,2018-04-30,70,10.0,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Food & Beverage,,$100,"$50,000","$500,000","$726,380",145.3%,#NAME?,#NAME?,648,Ola Brew
501,1731834,2018-02-19,2018-09-11,204,29.1,Successful Raise,Wefunder,Crowdfunding,Revenue Share,Retail ,,$100,"$50,000","$100,000","$63,748",63.7%,#NAME?,#NAME?,141,Kwame Baah Shoes
500,1729314,2018-02-19,2018-04-20,60,8.6,Successful Raise,SeedInvest,CF and Reg D,Debt,"Medical, Health and Well Being",,$500,"$250,000","$1,000,000","$583,123",58.3%,#NAME?,#NAME?,0,Dante Labs
499,1574738,2018-02-19,2018-04-20,60,8.6,Successful Raise,SeedInvest,CF and Reg D,Debt,Technology/Software,,$500,"$500,000","$1,070,000","$364,718",34.1%,#NAME?,#NAME?,0,FileThis
498,1727469,2018-02-19,2018-03-16,25,3.6,Failed To Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$10,"$40,000","$107,000","$33,000",30.8%,#NAME?,#NAME?,61,Majik Water
497,1721392,2018-02-19,2018-03-09,18,2.6,Failed To Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$200,"$75,000","$107,000","$2,250",2.1%,#NAME?,#NAME?,4,SmarterD
496,1725245,2018-02-19,2018-04-06,46,6.6,Successful Raise,Republic,Crowdfunding,SAFE/CN,Consumer Products & Services,,$10,"$25,000","$1,070,000","$39,408",3.7%,#NAME?,#NAME?,170,Preemadonna
495,1580960,2018-02-19,2018-03-31,40,5.7,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$50,000","$250,000","$129,147",51.7%,#NAME?,#NAME?,158,Pigeonly
494,1728855,2018-02-19,2018-06-11,112,16.0,Successful Raise,Republic,Crowdfunding,SAFE/CN,"Medical, Health and Well Being",,$100,"$25,000","$1,070,000","$275,271",25.7%,#NAME?,#NAME?,470,Boon VR
493,1726635,2018-02-19,2018-03-23,32,4.6,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$50,"$50,000","$350,000","$98,503",28.1%,#NAME?,#NAME?,423,theCut
504,1731373,2018-02-20,2018-04-23,62,8.9,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$500,"$10,000","$1,070,000","$131,762",12.3%,#NAME?,#NAME?,104,OSSIC
503,1683054,2018-02-20,2018-04-24,63,9.0,Failed To Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$50,000","$250,000","$85,203",34.1%,#NAME?,#NAME?,119,CircleOf
507,1730609,2018-02-21,2018-04-27,65,9.3,Failed To Raise,SeedInvest,CF and Reg D,Debt,Consumer Products & Services,,$500,"$100,000","$750,000","$110,800",14.8%,#NAME?,#NAME?,0,Love Goodly
506,1728057,2018-02-21,2018-03-13,20,2.9,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$99,"$10,000","$100,000","$50,443",50.4%,#NAME?,#NAME?,0,Atmos Digital
505,1720915,2018-02-21,2018-08-28,188,26.9,Failed To Raise,Wefunder,Crowdfunding,Debt,Technology/Software,,$100,"$50,000","$100,000",$700,0.7%,#NAME?,#NAME?,0,iPianoLab
508,1623000,2018-02-22,2018-04-23,60,8.6,Failed To Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,,$520,"$10,000","$1,070,000","$111,203",10.4%,#NAME?,#NAME?,109,CannaKorp
511,1730679,2018-02-23,2018-04-24,60,8.6,Failed To Raise,StartEngine,Crowdfunding,Equity,Sports,,$100,"$10,000","$100,000","$10,750",10.8%,#NAME?,#NAME?,18,CBL Worldwide II
510,1689373,2018-02-23,2018-06-30,127,18.1,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,$250,"$250,000","$1,070,000","$58,797",5.5%,#NAME?,#NAME?,92,eyeCam
509,1722315,2018-02-23,2018-08-30,188,26.9,Successful Raise,Wefunder,Crowdfunding,Other Security Type,Food & Beverage,,$100,"$50,000","$107,000","$42,900",40.1%,#NAME?,#NAME?,78,Barrel Harbor Brewing
513,1725124,2018-02-26,2018-04-30,63,9.0,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$50,"$25,000","$107,000","$91,459",85.5%,#NAME?,#NAME?,149,Rhymella
512,1728664,2018-02-26,2018-04-30,63,9.0,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$71,000","$1,070,000","$214,302",20.0%,#NAME?,#NAME?,246,Orthogonal
516,1726998,2018-02-27,2018-04-24,56,8.0,Failed To Raise,NextSeed,Crowdfunding,Debt,Other,,$100,"$50,000","$55,000","$30,500",55.5%,#NAME?,#NAME?,60,AVANT Media Institute
515,1730014,2018-02-27,2018-05-06,68,9.7,Successful Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,,$110,"$9,900","$107,000","$28,050",26.2%,#NAME?,#NAME?,57,FireBot
514,1654438,2018-02-27,2018-06-26,119,17.0,Failed To Raise,GrowthFountain,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$50,000","$6,976",14.0%,#NAME?,#NAME?,0,BFLY
519,1722850,2018-02-28,2018-04-26,57,8.1,Successful Raise,Microventures,Crowdfunding,SAFE/CN,"Medical, Health and Well Being",,$100,"$50,000","$400,000","$53,501",13.4%,#NAME?,#NAME?,76,Fit Hit
518,1731204,2018-02-28,2018-04-30,61,8.7,Failed To Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$107,000","$7,734",7.2%,#NAME?,#NAME?,26,Three Flip Studios
517,1730789,2018-02-28,2018-05-08,69,9.9,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$270,"$10,000","$107,000","$44,778",41.8%,#NAME?,#NAME?,72,Eliport
523,1489004,2018-03-02,2018-08-07,158,22.6,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$70,"$10,000","$1,069,950","$45,290",4.2%,#NAME?,#NAME?,0,Verdant Power
522,1730100,2018-03-02,2018-03-25,23,3.3,Successful Raise,Republic,Crowdfunding,Other Security Type,Technology/Software,,$50,"$200,000","$1,070,000","$1,070,000",100.0%,#NAME?,#NAME?,984,Witnet
521,1732458,2018-03-02,2018-05-30,89,12.7,Successful Raise,Netcapital,Crowdfunding,Equity,Other,,$99,"$10,000","$100,000","$15,418",15.4%,#NAME?,#NAME?,0,City Windmills
520,1722791,2018-03-02,2018-05-30,89,12.7,Successful Raise,StartEngine,Crowdfunding,Equity,Arts and Crafts,,$100,"$10,000","$62,500","$13,100",21.0%,#NAME?,#NAME?,42,North Country Showcase
527,1654300,2018-03-05,2018-07-31,148,21.1,Successful Raise,Netcapital,Crowdfunding,Equity,Technology/Software,,$99,"$10,000","$1,070,000","$343,599",32.1%,#NAME?,#NAME?,0,ChoiceTrade
526,1669753,2018-03-05,2018-04-29,55,7.9,Successful Raise,Republic,Crowdfunding,SAFE/CN,Technology/Software,,$50,"$50,000","$535,000","$54,864",10.3%,#NAME?,#NAME?,138,Whose Your Landlord
525,1733164,2018-03-05,2018-08-31,179,25.6,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Other,,$50,"$50,000","$107,000","$72,181",67.5%,#NAME?,#NAME?,131,KetoNatural
524,1720890,2018-03-05,2018-08-31,179,25.6,Failed To Raise,Wefunder,Crowdfunding,Revenue Share,Food & Beverage,,"$1,000","$200,000","$1,000,000","$8,500",0.9%,#NAME?,#NAME?,6,Twins Chicken
530,1733206,2018-03-06,2018-10-31,239,34.1,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$500,"$10,000","$1,070,000","$183,060",17.1%,#NAME?,#NAME?,97,Eclipse Diagnostics
529,1727744,2018-03-06,2020-12-31,1031,147.3,Currently Raising,TruCrowd,Crowdfunding,SAFE/CN,Consumer Products & Services,,$200,"$10,000","$107,000","$28,900",27.0%,#NAME?,#NAME?,21,Trouvaille
528,1730062,2018-03-06,2018-04-30,55,7.9,Failed To Raise,Microventures,Crowdfunding,Other Security Type,Food & Beverage,,$100,"$50,000","$107,000","$27,141",25.4%,#NAME?,#NAME?,82,Los Pinos
532,1732311,2018-03-07,2018-09-05,182,26.0,Failed To Raise,Wefunder,Crowdfunding,Debt,Food & Beverage,,$240,"$100,000","$400,000","$53,700",13.4%,#NAME?,#NAME?,36,Beer District Brewing
531,1533905,2018-03-07,2018-06-29,114,16.3,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Consumer Products & Services,,$199,"$10,000","$107,000","$18,044",16.9%,#NAME?,#NAME?,9,Dlyted
536,1317687,2018-03-08,2018-06-29,113,16.1,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$500,"$10,000","$107,000","$23,050",21.5%,#NAME?,#NAME?,28,LiteScape Technologies
535,1733314,2018-03-08,2018-05-07,60,8.6,Successful Raise,StartEngine,Crowdfunding,Other Security Type,Technology/Software,,$250,"$10,000","$107,000","$51,885",48.5%,#NAME?,#NAME?,81,Artichoke
534,1729813,2018-03-08,2018-05-11,64,9.1,Failed To Raise,SeedInvest,CF and Reg D,Debt,Consumer Products & Services,,$500,"$175,000","$1,070,000","$41,000",3.8%,#NAME?,#NAME?,0,From Molly With Love
533,1732447,2018-03-08,2018-04-10,33,4.7,Successful Raise,Microventures,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$50,000","$500,000","$63,464",12.7%,#NAME?,#NAME?,104,Gather Voices
537,1733717,2018-03-09,2018-08-31,175,25.0,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Sports,,$100,"$50,000","$107,000","$2,000",1.9%,#NAME?,#NAME?,15,Hustle Fitness
546,1688437,2018-03-13,2018-08-17,157,22.4,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$250,000","$1,070,000","$1,700",0.2%,#NAME?,#NAME?,5,Eve Studio
545,1733813,2018-03-13,2018-09-07,178,25.4,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$100,000","$600,000","$3,300",0.6%,#NAME?,#NAME?,5,Pedal
544,1658670,2018-03-13,2018-06-08,87,12.4,Successful Raise,StartEngine,Crowdfunding,Equity,Retail ,,$250,"$10,000","$1,000,000","$102,907",10.3%,#NAME?,#NAME?,87,Contenders Clothing
543,1731258,2018-03-13,2018-06-08,87,12.4,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$107,000","$14,820",13.9%,#NAME?,#NAME?,48,XiQ
542,1699829,2018-03-13,2018-06-13,92,13.1,Failed To Raise,StartEngine,Crowdfunding,Equity,"Medical, Health and Well Being",,$350,"$10,000","$379,000","$28,549",7.5%,#NAME?,#NAME?,15,Magnabid
541,1733032,2018-03-13,2018-04-23,41,5.9,Successful Raise,StartEngine,Crowdfunding,SAFE/CN,Technology/Software,,$100,"$10,000","$107,000","$16,100",15.0%,#NAME?,#NAME?,29,Gyomo
540,1732334,2018-03-13,2018-07-31,140,20.0,Successful Raise,TruCrowd,Crowdfunding,SAFE/CN,Consumer Products & Services,,$250,"$10,000","$107,000","$1,350",1.3%,#NAME?,#NAME?,2,Witty Inventions
539,1728560,2018-03-13,2018-04-30,48,6.9,Successful Raise,SeedInvest,CF and Reg D,Equity,Technology/Software,,$500,"$1,000,000","$1,070,000","$814,630",76.1%,#NAME?,#NAME?,0,SynTouch
538,1719648,2018-03-13,2018-08-01,141,20.1,Successful Raise,GrowthFountain,Crowdfunding,Equity,Technology/Software,,$100,"$10,000","$800,000","$11,866",1.5%,#NAME?,#NAME?,0,Freerolls Technology/Software
548,1667516,2018-03-14,2018-08-10,149,21.3,Successful Raise,StartEngine,Crowdfunding,Equity,Consumer Products & Services,,$500,"$10,000","$107,000","$27,500",25.7%,#NAME?,#NAME?,36,poundWISHES
547,1731479,2018-03-14,2018-04-30,47,6.7,Failed To Raise,SeedInvest,CF and Reg D,SAFE/CN,Technology/Software,,$500,"$250,000","$1,070,000","$91,100",8.5%,#NAME?,#NAME?,0,Rodin
550,1732306,2018-03-15,2018-09-07,176,25.1,Successful Raise,Wefunder,Crowdfunding,Revenue Share,Food & Beverage,,$500,"$100,000","$500,000","$184,973",37.0%,#NAME?,#NAME?,311,Attic Brewing
549,1682510,2018-03-15,2018-05-18,64,9.1,Successful Raise,SeedInvest,CF and Reg D,Equity,Food & Beverage,,$500,"$25,000","$1,070,000","$459,533",42.9%,#NAME?,#NAME?,0,Splash Wines
555,1707572,2018-03-16,2018-08-20,157,22.4,Successful Raise,Wefunder,Crowdfunding,SAFE/CN,Technology/Software,,"$1,000","$100,000","$963,000","$217,689",22.6%,#NAME?,#NAME?,86,Oodles
554,1732206,2018-03-16,2018-07-25,131,18.7,Successful Raise,Wefunder,Crowdfunding,Equity,Technology/Software,,$100,"$50,000","$1,070,000","$145,347",13.6%,#NAME?,#NAME?,336,Aro Lucha
553,1284608,2018-03-16,2018-11-02,231,33.0,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$498,"$9,990","$107,000","$88,274",82.5%,#NAME?,#NAME?,85,Life Recovery Systems
552,1722969,2018-03-16,2019-02-08,329,47.0,Successful Raise,StartEngine,Crowdfunding,Equity,"Medical, Health and Well Being",,$203,"$10,000","$1,070,000","$1,069,962",100.0%,#NAME?,#NAME?,"3,035",Atlis Motor Vehicles
551,1729427,2018-03-16,2018-06-11,87,12.4,Successful Raise,Republic,Crowdfunding,SAFE/CN,"Medical, Health and Well Being",,$250,"$100,000","$1,070,000","$630,572",58.9%,#NAME?,#NAME?,669,CNS Pharma
557,1732308,2018-03-19,2018-12-17,273,39.0,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,"Medical, Health and Well Being",,$100,"$401,000","$1,070,000","$19,115",1.8%,#NAME?,#NAME?,31,Jeeva Medical
556,1732310,2018-03-19,2018-09-14,179,25.6,Failed To Raise,Wefunder,Crowdfunding,SAFE/CN,Travel and Adventure,,$100,"$499,000","$1,060,000",$225,0.0%,#NAME?,#NAME?,0,bid2bed
559,1727821,2018-03-20,2018-07-31,133,19.0,Successful Raise,StartEngine,Crowdfunding,Other Security Type,"Medical, Health and Well Being",,$400,"$10,000","$1,070,000","$36,701",3.4%,#NAME?,#NAME?,31,EpigenCare
558,1699476,2018-03-20,2018-04-30,41,5.9,Successful Raise,StartEngine,Crowdfunding,Equity,Technology/Software,,$130,"$9,990","$164,000","$132,971",81.1%,#NAME?,#NAME?,425,PlantSnap
561,1731640,2018-03-21,2018-06-17,88,12.6,Successful Raise,TruCrowd,Crowdfunding,SAFE/CN,Technology/Software,,$250,"$10,000","$1,070,000","$14,950",1.4%,#NAME?,#NAME?,12,WealthZoo
